year,datanum,serial,hhwt,gq,us2000c_serialno,pernum,perwt,us2000c_pnum,us2000c_sex,us2000c_age,us2000c_hispan,us2000c_race1,us2000c_marstat,us2000c_educ,us2000c_inctot
2000,4,37,100,Households under 1970 definition,365663,1,100,1,2,20,1,1,5,11,10000
2000,4,37,100,Households under 1970 definition,365663,2,100,2,2,19,1,1,5,11,5300
2000,4,37,100,Households under 1970 definition,365663,3,100,3,2,19,1,2,5,11,4700
2000,4,241,100,Households under 1970 definition,2894822,1,100,1,2,50,1,1,5,14,32500
2000,4,242,100,Households under 1970 definition,2896802,1,100,1,2,29,1,1,5,13,30000
2000,4,296,100,Other group quarters,3608029,1,100,1,2,20,1,6,5,9,3000
2000,4,377,100,Households under 1970 definition,4720742,1,100,1,2,69,1,1,5,1,51900
2000,4,418,100,Households under 1970 definition,5176658,1,100,1,2,59,1,1,2,8,12200
2000,4,465,100,Households under 1970 definition,5856346,1,100,1,1,55,1,2,4,12,0
2000,4,465,100,Households under 1970 definition,5856346,2,100,2,2,47,1,2,5,1,2600
2000,4,484,100,Households under 1970 definition,6070342,1,100,1,1,33,1,6,1,9,16800
2000,4,484,100,Households under 1970 definition,6070342,2,100,2,2,26,1,6,1,7,18000
2000,4,484,100,Households under 1970 definition,6070342,3,100,3,1,4,1,6,5,1,BBBBBBB
2000,4,484,100,Households under 1970 definition,6070342,4,100,4,2,2,1,6,5,0,BBBBBBB
2000,4,607,100,Households under 1970 definition,7480627,1,100,1,1,39,1,6,1,4,16100
2000,4,607,100,Households under 1970 definition,7480627,2,100,2,2,36,1,6,1,8,17200
2000,4,607,100,Households under 1970 definition,7480627,3,100,3,2,17,1,6,5,6,0
2000,4,607,100,Households under 1970 definition,7480627,4,100,4,1,15,1,6,5,4,0
2000,4,607,100,Households under 1970 definition,7480627,5,100,5,2,13,1,6,5,4,BBBBBBB
2000,4,728,100,Households under 1970 definition,8819567,1,100,1,1,23,1,2,5,13,7600
2000,4,728,100,Households under 1970 definition,8819567,2,100,2,2,23,1,6,5,11,12000
2000,4,874,100,Households under 1970 definition,698217,1,100,1,2,38,1,1,3,8,19800
2000,4,874,100,Households under 1970 definition,698217,2,100,2,1,14,1,1,5,5,BBBBBBB
2000,4,894,100,Households under 1970 definition,1015450,1,100,1,1,72,1,1,1,9,22500
2000,4,894,100,Households under 1970 definition,1015450,2,100,2,2,69,1,1,1,14,11300
2000,4,930,100,Households under 1970 definition,1349140,1,100,1,2,47,1,1,3,9,23010
2000,4,930,100,Households under 1970 definition,1349140,2,100,2,2,36,1,1,5,9,6800
2000,4,930,100,Households under 1970 definition,1349140,3,100,3,2,46,1,1,1,9,6400
2000,4,930,100,Households under 1970 definition,1349140,4,100,4,2,48,1,1,5,7,13000
2000,4,963,100,Households under 1970 definition,1886282,1,100,1,1,72,1,1,2,8,26000
2000,4,1014,100,Households under 1970 definition,2600197,1,100,1,1,52,1,1,1,14,97000
2000,4,1014,100,Households under 1970 definition,2600197,2,100,2,2,54,1,1,1,14,23750
2000,4,1016,100,Households under 1970 definition,2634352,1,100,1,2,54,1,1,2,10,25000
2000,4,1024,100,Households under 1970 definition,2697295,1,100,1,2,45,1,1,5,13,52600
2000,4,1416,100,Group quarters--Institutions,8416906,1,100,1,2,42,1,1,3,11,3100
2000,4,1485,100,Households under 1970 definition,9485808,1,100,1,1,66,1,1,1,11,12600
2000,4,1485,100,Households under 1970 definition,9485808,2,100,2,2,62,1,1,1,9,28500
2000,4,1509,100,Households under 1970 definition,9739205,1,100,1,1,67,1,1,2,14,8000
2000,4,1839,100,Households under 1970 definition,6115781,1,100,1,2,46,1,1,3,10,50000
2000,4,1839,100,Households under 1970 definition,6115781,2,100,2,1,20,1,1,5,11,5900
2000,4,1839,100,Households under 1970 definition,6115781,3,100,3,1,15,1,1,5,5,0
2000,4,1839,100,Households under 1970 definition,6115781,4,100,4,1,10,1,1,5,2,BBBBBBB
2000,4,1839,100,Households under 1970 definition,6115781,5,100,5,2,4,1,1,5,1,BBBBBBB
2000,4,1839,100,Households under 1970 definition,6115781,6,100,6,2,4,1,1,5,2,BBBBBBB
2000,4,1897,100,Households under 1970 definition,7378849,1,100,1,2,59,1,1,1,9,20060
2000,4,1897,100,Households under 1970 definition,7378849,2,100,2,1,61,1,1,1,10,27800
2000,4,2043,100,Households under 1970 definition,304654,1,100,1,1,38,1,1,1,13,30900
2000,4,2043,100,Households under 1970 definition,304654,2,100,2,2,42,1,1,1,13,45500
2000,4,2043,100,Households under 1970 definition,304654,3,100,3,1,12,1,1,5,3,BBBBBBB
2000,4,2043,100,Households under 1970 definition,304654,4,100,4,2,9,1,1,5,1,BBBBBBB
2000,4,2203,100,Households under 1970 definition,2286997,1,100,1,1,48,1,1,1,13,101350
2000,4,2203,100,Households under 1970 definition,2286997,2,100,2,2,48,1,1,1,9,41000
2000,4,2203,100,Households under 1970 definition,2286997,3,100,3,2,21,1,1,5,10,29700
2000,4,2203,100,Households under 1970 definition,2286997,4,100,4,1,18,1,1,5,8,0
2000,4,2203,100,Households under 1970 definition,2286997,5,100,5,1,18,1,1,5,8,1600
2000,4,2614,100,Households under 1970 definition,7728257,1,100,1,2,19,1,1,5,8,7000
2000,4,2614,100,Households under 1970 definition,7728257,2,100,2,1,18,1,7,5,5,13000
2000,4,2614,100,Households under 1970 definition,7728257,3,100,3,2,0,1,7,5,0,BBBBBBB
2000,4,2976,100,Households under 1970 definition,2890827,1,100,1,1,49,1,1,1,14,100000
2000,4,2976,100,Households under 1970 definition,2890827,2,100,2,2,48,1,1,1,14,296000
2000,4,3024,100,Households under 1970 definition,3582234,1,100,1,1,34,1,1,1,3,12000
2000,4,3024,100,Households under 1970 definition,3582234,2,100,2,2,34,1,1,1,3,0
2000,4,3024,100,Households under 1970 definition,3582234,3,100,3,2,15,1,1,5,5,0
2000,4,3024,100,Households under 1970 definition,3582234,4,100,4,1,12,1,1,5,3,BBBBBBB
2000,4,3024,100,Households under 1970 definition,3582234,5,100,5,1,5,1,1,5,1,BBBBBBB
2000,4,3250,100,Households under 1970 definition,6879439,1,100,1,2,72,1,1,2,6,7500
2000,4,3302,100,Group quarters--Institutions,7709610,1,100,1,1,64,1,1,5,9,12000
2000,4,3508,100,Households under 1970 definition,930061,1,100,1,2,40,1,1,4,6,13000
2000,4,3508,100,Households under 1970 definition,930061,2,100,2,2,19,1,1,5,6,11400
2000,4,3508,100,Households under 1970 definition,930061,3,100,3,1,0,1,1,5,0,BBBBBBB
2000,4,3508,100,Households under 1970 definition,930061,4,100,4,1,34,1,1,5,6,12500
2000,4,3508,100,Households under 1970 definition,930061,5,100,5,1,17,1,1,5,4,29300
2000,4,3550,100,Households under 1970 definition,1613766,1,100,1,1,27,1,1,3,12,11804
2000,4,3817,100,Households under 1970 definition,5281742,1,100,1,1,65,1,1,1,11,45100
2000,4,3817,100,Households under 1970 definition,5281742,2,100,2,2,64,1,1,1,11,5500
2000,4,4088,100,Households under 1970 definition,8929410,1,100,1,2,58,1,1,2,2,17000
2000,4,4097,100,Households under 1970 definition,8997140,1,100,1,1,35,1,1,1,11,52000
2000,4,4097,100,Households under 1970 definition,8997140,2,100,2,2,30,1,1,1,11,2600
2000,4,4097,100,Households under 1970 definition,8997140,3,100,3,1,8,1,1,5,2,BBBBBBB
2000,4,4097,100,Households under 1970 definition,8997140,4,100,4,1,3,1,1,5,1,BBBBBBB
2000,4,4097,100,Households under 1970 definition,8997140,5,100,5,1,1,1,1,5,0,BBBBBBB
2000,4,4097,100,Households under 1970 definition,8997140,6,100,6,1,0,1,1,5,0,BBBBBBB
2000,4,4173,100,Households under 1970 definition,57830,1,100,1,2,35,1,1,1,8,65000
2000,4,4173,100,Households under 1970 definition,57830,2,100,2,1,35,1,1,1,9,65000
2000,4,4173,100,Households under 1970 definition,57830,3,100,3,1,16,1,1,5,6,2500
2000,4,4173,100,Households under 1970 definition,57830,4,100,4,2,14,1,1,5,4,BBBBBBB
2000,4,4173,100,Households under 1970 definition,57830,5,100,5,2,9,1,1,5,2,BBBBBBB
2000,4,4201,100,Households under 1970 definition,411137,1,100,1,2,42,1,1,4,11,52000
2000,4,4201,100,Households under 1970 definition,411137,2,100,2,1,15,1,1,5,4,170
2000,4,4201,100,Households under 1970 definition,411137,3,100,3,1,13,1,1,5,4,BBBBBBB
2000,4,4363,100,Households under 1970 definition,3049934,1,100,1,2,53,1,1,4,9,8560
2000,4,4363,100,Households under 1970 definition,3049934,2,100,2,1,28,1,1,5,13,5500
2000,4,4363,100,Households under 1970 definition,3049934,3,100,3,1,28,1,1,5,13,46000
2000,4,4377,100,Households under 1970 definition,3345498,1,100,1,1,66,1,1,1,15,95800
2000,4,4377,100,Households under 1970 definition,3345498,2,100,2,2,60,1,1,1,9,24900
2000,4,4398,100,Households under 1970 definition,3633044,1,100,1,2,33,1,1,1,15,10000
2000,4,4398,100,Households under 1970 definition,3633044,2,100,2,1,34,1,1,1,14,76000
2000,4,4398,100,Households under 1970 definition,3633044,3,100,3,1,5,1,1,5,1,BBBBBBB
2000,4,4398,100,Households under 1970 definition,3633044,4,100,4,1,3,1,1,5,1,BBBBBBB
2000,4,4398,100,Households under 1970 definition,3633044,5,100,5,1,0,1,1,5,0,BBBBBBB
2000,4,4429,100,Households under 1970 definition,4157282,1,100,1,1,52,1,1,1,9,35400
2000,4,4429,100,Households under 1970 definition,4157282,2,100,2,2,52,1,1,1,10,35300
2000,4,4635,100,Households under 1970 definition,7412513,1,100,1,1,37,1,1,1,14,49500
2000,4,4635,100,Households under 1970 definition,7412513,2,100,2,2,36,1,1,1,13,2200
2000,4,4635,100,Households under 1970 definition,7412513,3,100,3,2,12,1,1,5,3,BBBBBBB
2000,4,4635,100,Households under 1970 definition,7412513,4,100,4,1,9,1,1,5,2,BBBBBBB
2000,4,4635,100,Households under 1970 definition,7412513,5,100,5,2,8,1,1,5,2,BBBBBBB
2000,4,4733,100,Households under 1970 definition,8965291,1,100,1,1,60,1,1,1,9,54600
2000,4,4733,100,Households under 1970 definition,8965291,2,100,2,2,55,1,1,1,10,9800
2000,4,4733,100,Households under 1970 definition,8965291,3,100,3,2,27,1,1,5,10,27000
2000,4,4733,100,Households under 1970 definition,8965291,4,100,4,1,9,1,1,5,2,BBBBBBB
2000,4,4820,100,Households under 1970 definition,329438,1,100,1,1,31,1,1,1,12,37800
2000,4,4820,100,Households under 1970 definition,329438,2,100,2,2,32,1,6,1,10,38000
2000,4,4820,100,Households under 1970 definition,329438,3,100,3,2,3,1,9,5,2,BBBBBBB
2000,4,4877,100,Households under 1970 definition,984743,1,100,1,2,22,1,1,5,11,4600
2000,4,5011,100,Households under 1970 definition,2458302,1,100,1,2,28,1,1,3,13,33200
2000,4,5011,100,Households under 1970 definition,2458302,2,100,2,2,27,1,1,5,13,20600
2000,4,5084,100,Households under 1970 definition,3322118,1,100,1,1,61,1,1,1,10,50000
2000,4,5084,100,Households under 1970 definition,3322118,2,100,2,2,63,1,1,1,11,12200
2000,4,5084,100,Households under 1970 definition,3322118,3,100,3,2,36,1,1,3,9,17600
2000,4,5095,100,Households under 1970 definition,3479023,1,100,1,1,29,1,1,5,12,26500
2000,4,5095,100,Households under 1970 definition,3479023,2,100,2,2,23,1,1,5,11,23000
2000,4,5095,100,Households under 1970 definition,3479023,3,100,3,1,28,1,1,5,13,48100
2000,4,5095,100,Households under 1970 definition,3479023,4,100,4,1,29,1,1,5,9,27000
2000,4,5130,100,Households under 1970 definition,3895342,1,100,1,1,43,1,1,1,9,45000
2000,4,5130,100,Households under 1970 definition,3895342,2,100,2,2,38,1,1,1,14,40100
2000,4,5376,100,Households under 1970 definition,6557018,1,100,1,1,43,1,1,5,14,78400
2000,4,5447,100,Households under 1970 definition,7337939,1,100,1,1,29,1,1,5,9,17600
2000,4,5912,100,Households under 1970 definition,2736318,1,100,1,1,53,1,1,1,11,18300
2000,4,5912,100,Households under 1970 definition,2736318,2,100,2,2,53,1,1,1,9,39500
2000,4,6154,100,Other group quarters,5955111,1,100,1,1,21,1,1,5,11,50
2000,4,6251,100,Households under 1970 definition,7296895,1,100,1,1,43,1,1,1,13,150000
2000,4,6251,100,Households under 1970 definition,7296895,2,100,2,2,42,1,1,1,12,6700
2000,4,6251,100,Households under 1970 definition,7296895,3,100,3,1,15,1,1,5,5,0
2000,4,6251,100,Households under 1970 definition,7296895,4,100,4,1,13,1,1,5,3,BBBBBBB
2000,4,6251,100,Households under 1970 definition,7296895,5,100,5,1,10,1,1,5,2,BBBBBBB
2000,4,6350,100,Households under 1970 definition,8464391,1,100,1,1,56,1,1,1,14,54000
2000,4,6350,100,Households under 1970 definition,8464391,2,100,2,2,56,1,1,1,11,36000
2000,4,6577,100,Households under 1970 definition,1554434,1,100,1,1,49,1,1,1,11,32150
2000,4,6577,100,Households under 1970 definition,1554434,2,100,2,2,55,1,1,1,14,29500
2000,4,6878,100,Households under 1970 definition,5512013,1,100,1,1,54,1,1,3,9,15600
2000,4,6939,100,Households under 1970 definition,6343190,1,100,1,1,52,1,1,3,9,32000
2000,4,6939,100,Households under 1970 definition,6343190,2,100,2,2,82,1,1,2,9,4800
2000,4,6985,100,Households under 1970 definition,7061430,1,100,1,1,25,1,1,1,10,24000
2000,4,6985,100,Households under 1970 definition,7061430,2,100,2,2,26,1,1,1,12,28900
2000,4,6985,100,Households under 1970 definition,7061430,3,100,3,1,9,1,1,5,2,BBBBBBB
2000,4,6985,100,Households under 1970 definition,7061430,4,100,4,1,6,1,1,5,2,BBBBBBB
2000,4,7174,100,Households under 1970 definition,9714774,1,100,1,1,42,1,1,3,9,34700
2000,4,7174,100,Households under 1970 definition,9714774,2,100,2,1,12,1,1,5,3,BBBBBBB
2000,4,7268,100,Households under 1970 definition,957544,1,100,1,2,54,1,1,2,13,0
2000,4,7276,100,Households under 1970 definition,1075960,1,100,1,2,74,1,1,2,9,21300
2000,4,7284,100,Households under 1970 definition,1225454,1,100,1,1,58,1,1,1,6,20620
2000,4,7284,100,Households under 1970 definition,1225454,2,100,2,2,58,1,1,1,9,20800
2000,4,7284,100,Households under 1970 definition,1225454,3,100,3,2,39,1,1,3,9,5100
2000,4,7296,100,Households under 1970 definition,1398774,1,100,1,2,72,1,1,3,11,11000
2000,4,7385,100,Other group quarters,2529415,1,100,1,2,18,1,2,1,10,3600
2000,4,7510,100,Households under 1970 definition,4190026,1,100,1,2,86,1,1,2,8,30200
2000,4,7517,100,Households under 1970 definition,4394918,1,100,1,1,27,1,1,1,11,14000
2000,4,7517,100,Households under 1970 definition,4394918,2,100,2,2,26,1,1,1,9,13000
2000,4,7563,100,Households under 1970 definition,5154424,1,100,1,1,45,1,1,1,12,40350
2000,4,7563,100,Households under 1970 definition,5154424,2,100,2,2,45,1,1,1,15,31100
2000,4,7633,100,Households under 1970 definition,6076784,1,100,1,2,35,1,1,5,14,36660
2000,4,7633,100,Households under 1970 definition,6076784,2,100,2,2,39,1,1,5,13,33300
2000,4,7650,100,Households under 1970 definition,6238079,1,100,1,2,46,1,1,1,9,23000
2000,4,7650,100,Households under 1970 definition,6238079,2,100,2,1,53,1,1,1,7,40000
2000,4,7650,100,Households under 1970 definition,6238079,3,100,3,1,20,1,1,5,7,6400
2000,4,7650,100,Households under 1970 definition,6238079,4,100,4,1,18,1,1,5,6,6400
2000,4,7746,100,Households under 1970 definition,7394349,1,100,1,1,51,1,1,1,11,30420
2000,4,7746,100,Households under 1970 definition,7394349,2,100,2,2,51,1,1,1,11,25000
2000,4,7746,100,Households under 1970 definition,7394349,3,100,3,1,81,1,1,2,9,12200
2000,4,7837,100,Households under 1970 definition,8601222,1,100,1,1,33,1,1,1,9,28000
2000,4,7837,100,Households under 1970 definition,8601222,2,100,2,2,26,1,1,1,10,15000
2000,4,7896,100,Other group quarters,9406740,1,100,1,2,21,1,1,5,11,3500
2000,4,8314,100,Households under 1970 definition,6590439,1,100,1,1,34,1,1,5,11,73000
2000,4,8435,100,Households under 1970 definition,8580442,1,100,1,1,39,2,8,1,3,15000
2000,4,8435,100,Households under 1970 definition,8580442,2,100,2,2,40,2,8,1,3,31220
2000,4,8435,100,Households under 1970 definition,8580442,3,100,3,1,14,2,8,5,5,BBBBBBB
2000,4,8435,100,Households under 1970 definition,8580442,4,100,4,1,12,2,8,5,3,BBBBBBB
2000,4,8466,100,Households under 1970 definition,9054709,1,100,1,1,31,1,1,1,13,60380
2000,4,8466,100,Households under 1970 definition,9054709,2,100,2,2,30,1,1,1,13,20300
2000,4,8466,100,Households under 1970 definition,9054709,3,100,3,1,0,1,1,5,0,BBBBBBB
2000,4,8740,100,Households under 1970 definition,3908558,1,100,1,1,21,1,1,5,9,10000
2000,4,8740,100,Households under 1970 definition,3908558,2,100,2,1,20,1,1,5,9,5500
2000,4,8740,100,Households under 1970 definition,3908558,3,100,3,1,21,1,1,5,9,9000
2000,4,8787,100,Households under 1970 definition,4634402,1,100,1,2,45,1,1,3,11,38000
2000,4,8787,100,Households under 1970 definition,4634402,2,100,2,1,16,1,1,5,5,3600
2000,4,8787,100,Households under 1970 definition,4634402,3,100,3,2,15,1,1,5,4,200
2000,4,8969,100,Households under 1970 definition,7878869,1,100,1,1,79,1,1,1,3,22100
2000,4,8969,100,Households under 1970 definition,7878869,2,100,2,2,70,1,1,1,12,12000
2000,4,8969,100,Households under 1970 definition,7878869,3,100,3,1,37,1,1,3,11,13600
2000,4,8981,100,Households under 1970 definition,8050953,1,100,1,1,75,1,1,1,11,18700
2000,4,8981,100,Households under 1970 definition,8050953,2,100,2,2,72,1,1,1,9,5100
2000,4,9191,100,Households under 1970 definition,1582448,1,100,1,1,20,1,1,5,11,6730
2000,4,9389,100,Households under 1970 definition,4583951,1,100,1,1,87,1,1,1,9,14600
2000,4,9389,100,Households under 1970 definition,4583951,2,100,2,2,71,1,1,1,11,12000
2000,4,9389,100,Households under 1970 definition,4583951,3,100,3,1,38,1,1,3,9,20000
2000,4,9645,100,Households under 1970 definition,8341633,1,100,1,1,34,1,1,5,11,21000
2000,4,9645,100,Households under 1970 definition,8341633,2,100,2,2,37,1,1,3,9,12000
2000,4,9645,100,Households under 1970 definition,8341633,3,100,3,1,8,1,1,5,2,BBBBBBB
2000,4,9671,100,Households under 1970 definition,8732601,1,100,1,1,46,1,1,3,11,14000
2000,4,9671,100,Households under 1970 definition,8732601,2,100,2,1,18,1,1,5,7,7500
2000,4,10041,100,Households under 1970 definition,5171773,1,100,1,1,61,1,1,1,9,17600
2000,4,10041,100,Households under 1970 definition,5171773,2,100,2,2,56,1,1,1,9,23900
2000,4,10041,100,Households under 1970 definition,5171773,3,100,3,2,23,1,1,5,11,300
2000,4,10135,100,Households under 1970 definition,6855849,1,100,1,2,22,1,1,5,11,6030
2000,4,10135,100,Households under 1970 definition,6855849,2,100,2,2,20,1,1,5,11,2000
2000,4,10199,100,Households under 1970 definition,8000496,1,100,1,1,52,1,1,1,12,51500
2000,4,10199,100,Households under 1970 definition,8000496,2,100,2,2,55,1,6,1,8,32200
2000,4,10327,100,Households under 1970 definition,66480,1,100,1,1,72,1,1,1,13,33300
2000,4,10327,100,Households under 1970 definition,66480,2,100,2,2,67,1,1,1,14,7200
2000,4,10472,100,Households under 1970 definition,1401075,1,100,1,2,40,1,2,5,12,12000
2000,4,10472,100,Households under 1970 definition,1401075,2,100,2,1,19,1,2,5,6,0
2000,4,10472,100,Households under 1970 definition,1401075,3,100,3,1,15,1,2,5,4,6000
2000,4,10516,100,Households under 1970 definition,1801386,1,100,1,2,50,1,2,3,13,23000
2000,4,10794,100,Households under 1970 definition,4587957,1,100,1,1,33,1,1,5,9,14300
2000,4,10794,100,Households under 1970 definition,4587957,2,100,2,1,3,1,9,5,1,BBBBBBB
2000,4,10794,100,Households under 1970 definition,4587957,3,100,3,2,1,1,9,5,0,BBBBBBB
2000,4,10794,100,Households under 1970 definition,4587957,4,100,4,2,27,1,8,4,10,8100
2000,4,10794,100,Households under 1970 definition,4587957,5,100,5,2,9,1,9,5,2,BBBBBBB
2000,4,10794,100,Households under 1970 definition,4587957,6,100,6,1,34,1,2,5,11,1800
2000,4,10972,100,Households under 1970 definition,6443906,1,100,1,2,57,1,2,2,2,6160
2000,4,11076,100,Other group quarters,7431103,1,100,1,2,18,1,9,5,9,0
2000,4,11214,100,Households under 1970 definition,8973447,1,100,1,2,51,1,1,3,11,19630
2000,4,11214,100,Households under 1970 definition,8973447,2,100,2,2,26,1,1,3,9,12000
2000,4,11214,100,Households under 1970 definition,8973447,3,100,3,2,3,1,1,5,1,BBBBBBB
2000,4,11218,100,Other group quarters,8993820,1,100,1,1,20,1,1,5,10,12000
2000,4,11360,100,Households under 1970 definition,751464,1,100,1,1,63,1,1,1,9,122700
2000,4,11360,100,Households under 1970 definition,751464,2,100,2,2,59,1,1,1,9,5000
2000,4,11407,100,Households under 1970 definition,1828680,1,100,1,1,46,1,1,1,6,42000
2000,4,11407,100,Households under 1970 definition,1828680,2,100,2,2,42,1,1,1,9,800
2000,4,11407,100,Households under 1970 definition,1828680,3,100,3,1,14,1,1,5,4,BBBBBBB
2000,4,11407,100,Households under 1970 definition,1828680,4,100,4,2,1,1,1,5,0,BBBBBBB
2000,4,11407,100,Households under 1970 definition,1828680,5,100,5,2,65,1,1,2,9,18000
2000,4,11442,100,Households under 1970 definition,2426800,1,100,1,1,46,6,1,1,16,117004
2000,4,11442,100,Households under 1970 definition,2426800,2,100,2,2,44,6,1,1,14,0
2000,4,11442,100,Households under 1970 definition,2426800,3,100,3,1,14,6,1,5,4,BBBBBBB
2000,4,11651,100,Households under 1970 definition,7200167,1,100,1,1,38,1,1,5,4,11000
2000,4,11819,100,Households under 1970 definition,769224,1,100,1,1,46,1,1,1,9,18000
2000,4,11819,100,Households under 1970 definition,769224,2,100,2,2,44,1,1,1,7,15000
2000,4,11819,100,Households under 1970 definition,769224,3,100,3,1,13,1,1,5,4,BBBBBBB
2000,4,11819,100,Households under 1970 definition,769224,4,100,4,2,12,1,1,5,3,BBBBBBB
2000,4,11823,100,Households under 1970 definition,874040,1,100,1,1,38,1,1,1,13,20500
2000,4,11823,100,Households under 1970 definition,874040,2,100,2,2,41,1,1,1,10,0
2000,4,11875,100,Households under 1970 definition,2045918,1,100,1,1,37,1,1,5,9,35000
2000,4,12249,100,Households under 1970 definition,8992672,1,100,1,2,48,1,1,5,14,50000
2000,4,12259,100,Households under 1970 definition,9113125,1,100,1,1,59,1,1,1,9,30000
2000,4,12259,100,Households under 1970 definition,9113125,2,100,2,2,59,1,1,1,9,0
2000,4,12260,100,Households under 1970 definition,9150727,1,100,1,1,72,1,1,1,11,38380
2000,4,12260,100,Households under 1970 definition,9150727,2,100,2,2,66,1,1,1,9,2900
2000,4,12286,100,Households under 1970 definition,9728454,1,100,1,1,26,1,1,5,11,27400
2000,4,12286,100,Households under 1970 definition,9728454,2,100,2,2,30,1,1,3,9,27000
2000,4,12286,100,Households under 1970 definition,9728454,3,100,3,1,30,1,1,3,10,30000
2000,4,12329,100,Households under 1970 definition,493036,1,100,1,2,45,1,1,3,9,3900
2000,4,12413,100,Households under 1970 definition,1356314,1,100,1,1,67,1,1,1,11,120330
2000,4,12413,100,Households under 1970 definition,1356314,2,100,2,2,49,1,1,1,9,0
2000,4,12477,100,Households under 1970 definition,2141487,1,100,1,1,51,1,9,1,12,42050
2000,4,12477,100,Households under 1970 definition,2141487,2,100,2,2,49,1,9,1,9,24000
2000,4,12477,100,Households under 1970 definition,2141487,3,100,3,2,19,1,9,5,9,8000
2000,4,12477,100,Households under 1970 definition,2141487,4,100,4,1,0,1,9,5,0,BBBBBBB
2000,4,12528,100,Households under 1970 definition,2750928,1,100,1,1,39,1,1,1,9,63004
2000,4,12528,100,Households under 1970 definition,2750928,2,100,2,2,45,1,1,1,9,0
2000,4,12528,100,Households under 1970 definition,2750928,3,100,3,1,20,1,1,5,9,3000
2000,4,12806,100,Households under 1970 definition,6029455,1,100,1,1,49,1,1,1,14,34000
2000,4,12806,100,Households under 1970 definition,6029455,2,100,2,2,39,1,1,1,12,15000
2000,4,12806,100,Households under 1970 definition,6029455,3,100,3,1,16,1,1,5,6,0
2000,4,12806,100,Households under 1970 definition,6029455,4,100,4,1,11,1,1,5,2,BBBBBBB
2000,4,12949,100,Households under 1970 definition,7681039,1,100,1,1,51,1,1,2,12,32000
2000,4,12949,100,Households under 1970 definition,7681039,2,100,2,2,30,1,6,5,9,5900
2000,4,12949,100,Households under 1970 definition,7681039,3,100,3,1,24,1,9,5,10,17700
2000,4,12964,100,Households under 1970 definition,7861579,1,100,1,2,42,1,1,3,12,25000
2000,4,12964,100,Households under 1970 definition,7861579,2,100,2,1,55,1,1,3,12,30000
2000,4,13096,100,Group quarters--Institutions,9429063,1,100,1,2,18,1,1,5,9,4300
2000,4,13226,100,Households under 1970 definition,1045930,1,100,1,2,81,1,2,2,3,6910
2000,4,13280,100,Households under 1970 definition,1762987,1,100,1,1,40,1,3,3,11,40000
2000,4,13394,100,Households under 1970 definition,3350100,1,100,1,1,21,1,1,5,11,13000
2000,4,13394,100,Households under 1970 definition,3350100,2,100,2,1,21,1,1,5,11,21300
2000,4,13680,100,Group quarters--Institutions,7043315,1,100,1,1,42,1,1,2,9,0
2000,4,13772,100,Households under 1970 definition,8258546,1,100,1,1,56,1,1,1,4,33500
2000,4,13772,100,Households under 1970 definition,8258546,2,100,2,2,56,1,1,1,9,3500
2000,4,13794,100,Households under 1970 definition,8527338,1,100,1,1,39,1,1,1,9,23000
2000,4,13794,100,Households under 1970 definition,8527338,2,100,2,2,31,1,1,1,9,15000
2000,4,13794,100,Households under 1970 definition,8527338,3,100,3,2,10,1,1,5,2,BBBBBBB
2000,4,13794,100,Households under 1970 definition,8527338,4,100,4,1,1,1,1,5,0,BBBBBBB
2000,4,13820,100,Households under 1970 definition,8802040,1,100,1,1,76,1,1,1,3,11000
2000,4,13820,100,Households under 1970 definition,8802040,2,100,2,2,63,1,1,1,11,9300
2000,4,13828,100,Households under 1970 definition,8899452,1,100,1,2,42,1,2,4,1,6100
2000,4,13828,100,Households under 1970 definition,8899452,2,100,2,1,59,1,2,4,8,7000
2000,4,13999,100,Households under 1970 definition,1127681,1,100,1,1,32,1,1,1,11,61030
2000,4,13999,100,Households under 1970 definition,1127681,2,100,2,2,37,1,1,1,13,50000
2000,4,13999,100,Households under 1970 definition,1127681,3,100,3,2,11,1,1,5,3,BBBBBBB
2000,4,13999,100,Households under 1970 definition,1127681,4,100,4,2,9,1,1,5,2,BBBBBBB
2000,4,13999,100,Households under 1970 definition,1127681,5,100,5,2,1,1,1,5,0,BBBBBBB
2000,4,14026,100,Group quarters--Institutions,1476294,1,100,1,2,74,1,1,2,8,0
2000,4,14102,100,Households under 1970 definition,2431557,1,100,1,1,28,1,1,1,9,30000
2000,4,14102,100,Households under 1970 definition,2431557,2,100,2,2,25,1,1,1,9,6400
2000,4,14102,100,Households under 1970 definition,2431557,3,100,3,2,2,1,1,5,0,BBBBBBB
2000,4,14306,100,Households under 1970 definition,5067806,1,100,1,2,65,1,1,2,9,16200
2000,4,14306,100,Households under 1970 definition,5067806,2,100,2,1,36,1,1,3,10,23100
2000,4,14429,100,Households under 1970 definition,6516113,1,100,1,1,66,1,1,1,13,7000
2000,4,14429,100,Households under 1970 definition,6516113,2,100,2,2,62,1,1,1,13,29000
2000,4,14678,100,Group quarters--Institutions,9498570,1,100,1,1,30,1,1,4,8,0
2000,4,14947,100,Households under 1970 definition,3443906,1,100,1,2,45,1,2,5,8,4440
2000,4,14947,100,Households under 1970 definition,3443906,2,100,2,1,4,1,2,5,2,BBBBBBB
2000,4,14947,100,Households under 1970 definition,3443906,3,100,3,1,2,1,2,5,0,BBBBBBB
