year,datanum,serial,hhwt,gq,us2000c_serialno,pernum,perwt,us2000c_pnum,us2000c_sex,us2000c_age,us2000c_hispan,us2000c_race1,us2000c_marstat,us2000c_educ,us2000c_inctot
2000,4,96996,100,Households under 1970 definition,8153829,4,100,4,1,5,1,1,5,1,BBBBBBB
2000,4,97111,100,Other group quarters,472937,1,100,1,2,20,1,1,5,11,3300
2000,4,97310,100,Households under 1970 definition,4116857,1,100,1,2,39,1,1,1,13,42000
2000,4,97310,100,Households under 1970 definition,4116857,2,100,2,1,44,1,1,1,13,100000
2000,4,97310,100,Households under 1970 definition,4116857,3,100,3,1,73,1,1,1,14,28700
2000,4,97310,100,Households under 1970 definition,4116857,4,100,4,2,72,1,1,1,9,5700
2000,4,97313,100,Households under 1970 definition,4153184,1,100,1,1,68,1,1,1,10,24700
2000,4,97313,100,Households under 1970 definition,4153184,2,100,2,2,64,1,1,1,9,6100
2000,4,97592,100,Other group quarters,9779976,1,100,1,2,18,1,1,5,10,4000
2000,4,97593,100,Households under 1970 definition,9846437,1,100,1,2,25,1,1,1,13,20750
2000,4,97593,100,Households under 1970 definition,9846437,2,100,2,1,26,1,1,1,13,0
2000,4,97632,100,Households under 1970 definition,494856,1,100,1,1,46,1,1,1,9,129000
2000,4,97632,100,Households under 1970 definition,494856,2,100,2,2,40,1,1,1,12,20000
2000,4,97632,100,Households under 1970 definition,494856,3,100,3,1,12,1,1,5,3,BBBBBBB
2000,4,97632,100,Households under 1970 definition,494856,4,100,4,2,11,1,1,5,3,BBBBBBB
2000,4,97755,100,Households under 1970 definition,2903894,1,100,1,1,58,1,1,1,14,103300
2000,4,97755,100,Households under 1970 definition,2903894,2,100,2,2,45,1,1,1,14,93600
2000,4,97755,100,Households under 1970 definition,2903894,3,100,3,1,16,1,1,5,5,0
2000,4,97772,100,Households under 1970 definition,3146349,1,100,1,2,61,1,1,2,9,27000
2000,4,97773,100,Households under 1970 definition,3155026,1,100,1,1,41,1,1,1,14,140000
2000,4,97773,100,Households under 1970 definition,3155026,2,100,2,2,48,1,1,1,13,10000
2000,4,97773,100,Households under 1970 definition,3155026,3,100,3,1,9,1,1,5,2,BBBBBBB
2000,4,97821,100,Households under 1970 definition,4225861,1,100,1,1,83,1,1,2,9,17300
2000,4,97852,100,Households under 1970 definition,4899681,1,100,1,1,41,1,1,1,10,60080
2000,4,97852,100,Households under 1970 definition,4899681,2,100,2,2,41,1,1,1,11,12000
2000,4,97852,100,Households under 1970 definition,4899681,3,100,3,2,13,1,1,5,4,BBBBBBB
2000,4,97852,100,Households under 1970 definition,4899681,4,100,4,1,7,1,1,5,2,BBBBBBB
2000,4,98294,100,Households under 1970 definition,4616430,1,100,1,1,44,1,1,1,11,65550
2000,4,98294,100,Households under 1970 definition,4616430,2,100,2,2,40,1,1,1,9,12800
2000,4,98294,100,Households under 1970 definition,4616430,3,100,3,1,13,1,1,5,3,BBBBBBB
2000,4,98294,100,Households under 1970 definition,4616430,4,100,4,1,8,1,1,5,2,BBBBBBB
2000,4,98298,100,Households under 1970 definition,4799011,1,100,1,2,31,3,1,3,9,16600
2000,4,98298,100,Households under 1970 definition,4799011,2,100,2,1,8,3,1,5,1,BBBBBBB
2000,4,98298,100,Households under 1970 definition,4799011,3,100,3,1,6,3,1,5,1,BBBBBBB
2000,4,98298,100,Households under 1970 definition,4799011,4,100,4,1,4,3,1,5,1,BBBBBBB
2000,4,98298,100,Households under 1970 definition,4799011,5,100,5,1,23,1,1,3,10,30000
2000,4,98379,100,Households under 1970 definition,6986127,1,100,1,1,71,1,1,2,8,23200
2000,4,98411,100,Households under 1970 definition,7864555,1,100,1,2,60,1,1,2,6,19600
2000,4,98411,100,Households under 1970 definition,7864555,2,100,2,1,40,1,1,1,9,56000
2000,4,98411,100,Households under 1970 definition,7864555,3,100,3,2,33,1,1,1,12,27000
2000,4,98411,100,Households under 1970 definition,7864555,4,100,4,2,10,1,1,5,2,BBBBBBB
2000,4,98489,100,Households under 1970 definition,9773689,1,100,1,1,89,1,1,1,11,468200
2000,4,98489,100,Households under 1970 definition,9773689,2,100,2,2,73,1,1,1,11,468200
2000,4,98566,100,Households under 1970 definition,980682,1,100,1,2,34,1,2,5,14,121000
2000,4,98653,100,Households under 1970 definition,2380229,1,100,1,1,78,1,1,1,9,23500
2000,4,98653,100,Households under 1970 definition,2380229,2,100,2,2,70,1,1,1,10,26700
2000,4,98668,100,Households under 1970 definition,2652339,1,100,1,1,36,1,1,1,14,114000
2000,4,98668,100,Households under 1970 definition,2652339,2,100,2,2,33,1,9,1,13,0
2000,4,98668,100,Households under 1970 definition,2652339,3,100,3,2,1,1,1,5,0,BBBBBBB
2000,4,98668,100,Households under 1970 definition,2652339,4,100,4,2,0,1,1,5,0,BBBBBBB
2000,4,98668,100,Households under 1970 definition,2652339,5,100,5,2,0,1,1,5,0,BBBBBBB
2000,4,98681,100,Households under 1970 definition,2917123,1,100,1,2,33,1,1,5,11,36000
2000,4,98699,100,Households under 1970 definition,3199549,1,100,1,1,37,1,1,1,13,91000
2000,4,98699,100,Households under 1970 definition,3199549,2,100,2,2,38,1,1,1,12,5000
2000,4,98699,100,Households under 1970 definition,3199549,3,100,3,1,8,1,1,5,2,BBBBBBB
2000,4,98699,100,Households under 1970 definition,3199549,4,100,4,1,5,1,1,5,1,BBBBBBB
2000,4,98699,100,Households under 1970 definition,3199549,5,100,5,1,0,1,1,5,0,BBBBBBB
2000,4,98804,100,Households under 1970 definition,4926381,1,100,1,2,84,1,1,2,11,7000
2000,4,98864,100,Households under 1970 definition,5989236,1,100,1,1,93,1,1,2,7,11400
2000,4,98921,100,Households under 1970 definition,6897571,1,100,1,2,80,1,1,2,4,7100
2000,4,98946,100,Households under 1970 definition,7296911,1,100,1,2,49,1,1,1,13,83200
2000,4,98946,100,Households under 1970 definition,7296911,2,100,2,1,50,1,1,1,13,113200
2000,4,98969,100,Households under 1970 definition,7691252,1,100,1,2,88,1,1,2,9,40100
2000,4,99007,100,Households under 1970 definition,8224863,1,100,1,1,89,1,1,1,13,30200
2000,4,99007,100,Households under 1970 definition,8224863,2,100,2,2,79,1,1,1,9,10000
2000,4,99018,100,Households under 1970 definition,8468199,1,100,1,1,43,1,1,1,13,75500
2000,4,99018,100,Households under 1970 definition,8468199,2,100,2,2,42,1,1,1,13,107500
2000,4,99018,100,Households under 1970 definition,8468199,3,100,3,1,6,1,1,5,2,BBBBBBB
2000,4,99030,100,Households under 1970 definition,8574851,1,100,1,1,76,1,1,1,11,47000
2000,4,99030,100,Households under 1970 definition,8574851,2,100,2,2,76,1,1,1,10,14600
2000,4,99053,100,Households under 1970 definition,9009230,1,100,1,1,54,1,1,1,11,68000
2000,4,99053,100,Households under 1970 definition,9009230,2,100,2,2,50,12,1,1,10,65000
2000,4,99126,100,Households under 1970 definition,92083,1,100,1,1,38,1,1,5,11,54000
2000,4,99126,100,Households under 1970 definition,92083,2,100,2,1,36,1,1,5,11,60000
2000,4,99126,100,Households under 1970 definition,92083,3,100,3,1,34,1,1,5,13,30000
2000,4,99285,100,Households under 1970 definition,3144613,1,100,1,1,62,1,2,1,9,36500
2000,4,99285,100,Households under 1970 definition,3144613,2,100,2,2,55,1,2,1,12,62800
2000,4,99311,100,Households under 1970 definition,3586799,1,100,1,1,20,1,1,5,11,3000
2000,4,99311,100,Households under 1970 definition,3586799,2,100,2,1,20,1,1,5,11,3920
2000,4,99311,100,Households under 1970 definition,3586799,3,100,3,1,20,1,1,5,11,3000
2000,4,99311,100,Households under 1970 definition,3586799,4,100,4,1,20,24,1,5,11,0
2000,4,99351,100,Additional households under 1990 definition,4368096,1,100,1,1,21,1,1,5,11,4300
2000,4,99351,100,Additional households under 1990 definition,4368096,2,100,2,1,22,1,1,5,11,4500
2000,4,99351,100,Additional households under 1990 definition,4368096,3,100,3,2,24,1,1,5,13,20250
2000,4,99351,100,Additional households under 1990 definition,4368096,4,100,4,1,23,1,1,5,13,23000
2000,4,99351,100,Additional households under 1990 definition,4368096,5,100,5,2,22,1,6,5,13,25000
2000,4,99351,100,Additional households under 1990 definition,4368096,6,100,6,1,25,1,1,5,13,20200
2000,4,99427,100,Households under 1970 definition,5732484,1,100,1,2,38,1,2,4,12,24000
2000,4,99427,100,Households under 1970 definition,5732484,2,100,2,2,6,1,2,5,2,BBBBBBB
2000,4,99490,100,Other group quarters,6875988,1,100,1,2,19,1,1,1,10,1200
2000,4,100714,100,Households under 1970 definition,8762420,1,100,1,2,69,1,1,5,9,48720
2000,4,100769,100,Other group quarters,9539657,1,100,1,1,35,24,8,1,12,6000
2000,4,100829,100,Households under 1970 definition,514495,1,100,1,1,37,1,1,1,16,100000
2000,4,100829,100,Households under 1970 definition,514495,2,100,2,2,33,1,1,1,14,0
2000,4,100829,100,Households under 1970 definition,514495,3,100,3,2,3,1,1,5,2,BBBBBBB
2000,4,100829,100,Households under 1970 definition,514495,4,100,4,2,1,1,1,5,0,BBBBBBB
2000,4,100907,100,Households under 1970 definition,1790255,1,100,1,1,39,1,1,1,13,321000
2000,4,100907,100,Households under 1970 definition,1790255,2,100,2,2,40,1,1,1,15,41000
2000,4,100907,100,Households under 1970 definition,1790255,3,100,3,2,8,1,1,5,2,BBBBBBB
2000,4,100907,100,Households under 1970 definition,1790255,4,100,4,1,6,1,1,5,2,BBBBBBB
2000,4,100974,100,Households under 1970 definition,2719757,1,100,1,2,68,1,1,1,9,5780
2000,4,100974,100,Households under 1970 definition,2719757,2,100,2,1,71,1,1,1,9,18300
2000,4,101378,100,Households under 1970 definition,8991257,1,100,1,2,56,1,1,5,16,74000
2000,4,101407,100,Households under 1970 definition,9402670,1,100,1,1,41,1,1,1,13,41000
2000,4,101407,100,Households under 1970 definition,9402670,2,100,2,2,37,1,1,1,10,20000
2000,4,101407,100,Households under 1970 definition,9402670,3,100,3,2,14,1,1,5,4,BBBBBBB
2000,4,101407,100,Households under 1970 definition,9402670,4,100,4,1,10,1,1,5,2,BBBBBBB
2000,4,101476,100,Households under 1970 definition,372813,1,100,1,2,23,1,2,5,10,0
2000,4,101476,100,Households under 1970 definition,372813,2,100,2,1,69,1,2,1,11,0
2000,4,101476,100,Households under 1970 definition,372813,3,100,3,2,44,1,2,1,6,0
2000,4,101476,100,Households under 1970 definition,372813,4,100,4,2,24,1,2,5,6,0
2000,4,101476,100,Households under 1970 definition,372813,5,100,5,1,17,1,2,5,9,0
2000,4,101476,100,Households under 1970 definition,372813,6,100,6,2,20,1,2,5,6,0
2000,4,101476,100,Households under 1970 definition,372813,7,100,7,2,12,1,2,5,3,BBBBBBB
2000,4,101476,100,Households under 1970 definition,372813,8,100,8,2,1,1,2,5,0,BBBBBBB
2000,4,101476,100,Households under 1970 definition,372813,9,100,9,1,2,1,2,5,0,BBBBBBB
2000,4,101520,100,Households under 1970 definition,936490,1,100,1,1,34,1,1,1,13,65000
2000,4,101520,100,Households under 1970 definition,936490,2,100,2,2,31,1,1,1,13,59000
2000,4,101728,100,Households under 1970 definition,3165039,1,100,1,2,39,1,1,3,14,55000
2000,4,101728,100,Households under 1970 definition,3165039,2,100,2,2,7,1,1,5,2,BBBBBBB
2000,4,101875,100,Households under 1970 definition,5062904,1,100,1,2,83,1,1,2,4,13300
2000,4,101875,100,Households under 1970 definition,5062904,2,100,2,2,66,1,1,2,4,7600
2000,4,101892,100,Households under 1970 definition,5236766,1,100,1,1,72,1,1,1,9,53600
2000,4,101892,100,Households under 1970 definition,5236766,2,100,2,2,76,1,1,1,9,0
2000,4,102087,100,Households under 1970 definition,7634672,1,100,1,1,71,1,1,1,14,43400
2000,4,102087,100,Households under 1970 definition,7634672,2,100,2,2,69,1,1,1,14,22500
2000,4,102087,100,Households under 1970 definition,7634672,3,100,3,2,41,1,1,3,11,7300
2000,4,102091,100,Households under 1970 definition,7667051,1,100,1,2,51,1,2,5,9,32360
2000,4,102091,100,Households under 1970 definition,7667051,2,100,2,1,40,1,2,5,11,13400
2000,4,102262,100,Households under 1970 definition,9458988,1,100,1,2,73,1,1,2,4,34600
2000,4,102262,100,Households under 1970 definition,9458988,2,100,2,1,43,1,1,5,9,27000
2000,4,102262,100,Households under 1970 definition,9458988,3,100,3,1,39,1,1,3,9,34000
2000,4,102262,100,Households under 1970 definition,9458988,4,100,4,2,35,1,1,5,12,33300
2000,4,102314,100,Group quarters--Institutions,28970,1,100,1,1,18,4,9,1,6,15000
2000,4,102336,100,Other group quarters,452170,1,100,1,1,24,1,1,1,11,3000
2000,4,102633,100,Households under 1970 definition,4733438,1,100,1,1,33,1,1,5,13,4500
2000,4,102637,100,Households under 1970 definition,4781309,1,100,1,2,25,1,6,5,14,21000
2000,4,102637,100,Households under 1970 definition,4781309,2,100,2,1,24,1,1,5,14,22000
2000,4,102708,100,Households under 1970 definition,5928765,1,100,1,1,53,1,1,1,13,15890
2000,4,102708,100,Households under 1970 definition,5928765,2,100,2,2,51,1,1,1,13,112180
2000,4,102920,100,Households under 1970 definition,8960358,1,100,1,2,29,1,1,1,13,58000
2000,4,102920,100,Households under 1970 definition,8960358,2,100,2,1,35,1,1,1,15,26500
2000,4,103263,100,Group quarters--Institutions,5626195,1,100,1,2,41,1,1,5,9,0
2000,4,103337,100,Group quarters--Institutions,6983731,1,100,1,2,50,1,2,5,8,0
2000,4,103613,100,Households under 1970 definition,2340097,1,100,1,2,54,1,1,3,13,80000
2000,4,103791,100,Households under 1970 definition,5586247,1,100,1,1,65,1,6,1,13,38030
2000,4,103791,100,Households under 1970 definition,5586247,2,100,2,2,52,1,6,1,13,45900
2000,4,103845,100,Households under 1970 definition,6635028,1,100,1,2,40,1,1,1,13,49890
2000,4,103845,100,Households under 1970 definition,6635028,2,100,2,1,43,1,1,1,10,25390
2000,4,103848,100,Households under 1970 definition,6687849,1,100,1,1,26,5,2,4,6,23000
2000,4,103922,100,Households under 1970 definition,7948180,1,100,1,2,66,1,1,1,9,22800
2000,4,103922,100,Households under 1970 definition,7948180,2,100,2,1,67,1,1,1,8,11100
2000,4,104004,100,Households under 1970 definition,9316424,1,100,1,1,63,1,6,1,9,23550
2000,4,104004,100,Households under 1970 definition,9316424,2,100,2,2,60,1,6,1,9,1500
2000,4,104004,100,Households under 1970 definition,9316424,3,100,3,1,37,1,6,5,13,80000
2000,4,104004,100,Households under 1970 definition,9316424,4,100,4,2,34,1,6,5,14,35000
2000,4,104141,100,Households under 1970 definition,1756067,1,100,1,1,29,1,1,5,13,125000
2000,4,104155,100,Households under 1970 definition,1994877,1,100,1,1,36,1,1,1,14,122000
2000,4,104155,100,Households under 1970 definition,1994877,2,100,2,2,32,1,1,1,11,2000
2000,4,104155,100,Households under 1970 definition,1994877,3,100,3,2,5,1,1,5,1,BBBBBBB
2000,4,104155,100,Households under 1970 definition,1994877,4,100,4,1,1,1,1,5,0,BBBBBBB
2000,4,104186,100,Households under 1970 definition,2422875,1,100,1,1,43,1,1,1,16,95500
2000,4,104186,100,Households under 1970 definition,2422875,2,100,2,2,42,1,1,1,12,6600
2000,4,104186,100,Households under 1970 definition,2422875,3,100,3,2,12,1,1,5,4,BBBBBBB
2000,4,104186,100,Households under 1970 definition,2422875,4,100,4,2,9,1,1,5,2,BBBBBBB
2000,4,104242,100,Households under 1970 definition,3409895,1,100,1,1,62,1,1,3,14,15360
2000,4,104276,100,Households under 1970 definition,3948104,1,100,1,2,68,1,2,2,9,25000
2000,4,104276,100,Households under 1970 definition,3948104,2,100,2,2,43,1,2,5,9,5300
2000,4,104276,100,Households under 1970 definition,3948104,3,100,3,2,18,1,2,5,8,6000
2000,4,104276,100,Households under 1970 definition,3948104,4,100,4,2,14,1,2,5,4,BBBBBBB
2000,4,104276,100,Households under 1970 definition,3948104,5,100,5,2,44,1,2,1,10,22000
2000,4,104276,100,Households under 1970 definition,3948104,6,100,6,1,28,1,2,1,9,20000
2000,4,104385,100,Households under 1970 definition,5882505,1,100,1,1,24,1,1,1,13,32000
2000,4,104385,100,Households under 1970 definition,5882505,2,100,2,2,24,1,1,1,14,30000
2000,4,104471,100,Households under 1970 definition,7249112,1,100,1,1,47,1,1,1,14,124300
2000,4,104471,100,Households under 1970 definition,7249112,2,100,2,2,47,1,1,1,9,7100
2000,4,104471,100,Households under 1970 definition,7249112,3,100,3,1,10,1,1,5,2,BBBBBBB
2000,4,104496,100,Households under 1970 definition,7717360,1,100,1,1,51,1,6,1,14,341000
2000,4,104496,100,Households under 1970 definition,7717360,2,100,2,2,46,1,6,1,13,0
2000,4,104496,100,Households under 1970 definition,7717360,3,100,3,2,16,1,6,5,6,5000
2000,4,104496,100,Households under 1970 definition,7717360,4,100,4,1,12,1,6,5,3,BBBBBBB
2000,4,104556,100,Other group quarters,8553136,1,100,1,2,82,1,1,1,4,5200
2000,4,104660,100,Households under 1970 definition,309520,1,100,1,1,62,1,2,2,4,6000
2000,4,104726,100,Households under 1970 definition,1463098,1,100,1,1,26,1,2,5,10,32000
2000,4,104726,100,Households under 1970 definition,1463098,2,100,2,2,22,1,2,5,5,7500
2000,4,104964,100,Households under 1970 definition,5308655,1,100,1,1,37,1,1,1,10,60000
2000,4,104964,100,Households under 1970 definition,5308655,2,100,2,2,39,1,1,1,9,0
2000,4,104964,100,Households under 1970 definition,5308655,3,100,3,1,6,1,1,5,1,BBBBBBB
2000,4,104964,100,Households under 1970 definition,5308655,4,100,4,2,3,1,1,5,1,BBBBBBB
2000,4,105184,100,Households under 1970 definition,8952357,1,100,1,1,22,24,8,5,11,16600
2000,4,105184,100,Households under 1970 definition,8952357,2,100,2,1,4,24,8,5,1,BBBBBBB
2000,4,105196,100,Households under 1970 definition,9123926,1,100,1,2,44,17,8,3,9,5900
2000,4,105196,100,Households under 1970 definition,9123926,2,100,2,2,46,17,8,5,7,35000
2000,4,105196,100,Households under 1970 definition,9123926,3,100,3,2,15,17,8,5,4,2500
2000,4,105337,100,Group quarters--Institutions,1732177,1,100,1,2,86,1,2,5,7,5000
2000,4,105380,100,Households under 1970 definition,2622355,1,100,1,1,46,1,2,5,9,19000
2000,4,105380,100,Households under 1970 definition,2622355,2,100,2,2,18,1,2,5,7,0
2000,4,105380,100,Households under 1970 definition,2622355,3,100,3,1,20,1,2,5,6,0
2000,4,105380,100,Households under 1970 definition,2622355,4,100,4,2,39,3,8,4,9,5300
2000,4,105395,100,Households under 1970 definition,2889258,1,100,1,1,48,1,2,3,8,33800
2000,4,105411,100,Households under 1970 definition,3154449,1,100,1,1,55,1,2,3,5,0
2000,4,105411,100,Households under 1970 definition,3154449,2,100,2,2,40,1,2,5,8,22000
2000,4,105411,100,Households under 1970 definition,3154449,3,100,3,1,52,1,2,3,9,5000
2000,4,105506,100,Households under 1970 definition,4896469,1,100,1,1,80,1,2,1,8,17100
2000,4,105506,100,Households under 1970 definition,4896469,2,100,2,2,69,24,2,1,8,25800
2000,4,105506,100,Households under 1970 definition,4896469,3,100,3,1,24,1,2,5,9,12000
2000,4,105506,100,Households under 1970 definition,4896469,4,100,4,1,20,1,2,5,9,4000
2000,4,105506,100,Households under 1970 definition,4896469,5,100,5,1,18,1,2,5,6,3000
2000,4,105574,100,Households under 1970 definition,6267656,1,100,1,1,51,1,2,1,11,52000
2000,4,105574,100,Households under 1970 definition,6267656,2,100,2,2,48,1,2,1,13,49100
2000,4,105574,100,Households under 1970 definition,6267656,3,100,3,2,12,1,2,5,4,BBBBBBB
2000,4,105626,100,Households under 1970 definition,7356090,1,100,1,1,37,1,2,1,11,30000
2000,4,105626,100,Households under 1970 definition,7356090,2,100,2,2,30,1,2,1,11,20000
2000,4,105626,100,Households under 1970 definition,7356090,3,100,3,1,3,1,2,5,1,BBBBBBB
2000,4,105718,100,Households under 1970 definition,9268999,1,100,1,1,64,1,2,1,7,16700
2000,4,105718,100,Households under 1970 definition,9268999,2,100,2,2,59,1,2,1,9,32700
2000,4,105718,100,Households under 1970 definition,9268999,3,100,3,1,37,1,2,5,9,19800
2000,4,105718,100,Households under 1970 definition,9268999,4,100,4,2,36,1,2,5,13,35000
2000,4,105718,100,Households under 1970 definition,9268999,5,100,5,2,34,1,2,5,9,31700
2000,4,105884,100,Households under 1970 definition,2747625,1,100,1,1,24,5,2,5,12,30000
2000,4,105884,100,Households under 1970 definition,2747625,2,100,2,2,20,1,2,5,9,7000
2000,4,106060,100,Households under 1970 definition,6162015,1,100,1,1,46,1,2,1,14,321000
2000,4,106060,100,Households under 1970 definition,6162015,2,100,2,2,46,1,2,1,14,12400
2000,4,106060,100,Households under 1970 definition,6162015,3,100,3,2,9,1,2,5,2,BBBBBBB
2000,4,106060,100,Households under 1970 definition,6162015,4,100,4,2,6,1,2,5,2,BBBBBBB
2000,4,106132,100,Households under 1970 definition,7789965,1,100,1,1,42,1,1,1,13,161000
2000,4,106132,100,Households under 1970 definition,7789965,2,100,2,2,40,1,1,1,15,125100
2000,4,106132,100,Households under 1970 definition,7789965,3,100,3,1,12,1,1,5,3,BBBBBBB
2000,4,106132,100,Households under 1970 definition,7789965,4,100,4,1,10,1,1,5,2,BBBBBBB
2000,4,106132,100,Households under 1970 definition,7789965,5,100,5,2,9,1,1,5,2,BBBBBBB
2000,4,106557,100,Households under 1970 definition,6403259,1,100,1,2,47,1,2,5,11,0
2000,4,106625,100,Other group quarters,7790324,1,100,1,2,19,1,1,5,11,1310
2000,4,106665,100,Households under 1970 definition,8446131,1,100,1,1,73,1,2,1,10,16000
2000,4,106665,100,Households under 1970 definition,8446131,2,100,2,2,68,1,2,1,13,35000
2000,4,106698,100,Households under 1970 definition,9090800,1,100,1,1,60,5,8,1,7,5000
2000,4,106698,100,Households under 1970 definition,9090800,2,100,2,2,51,5,8,1,5,9600
2000,4,107021,100,Households under 1970 definition,5087758,1,100,1,2,33,1,2,3,13,12400
2000,4,107021,100,Households under 1970 definition,5087758,2,100,2,1,12,1,2,5,3,BBBBBBB
2000,4,107021,100,Households under 1970 definition,5087758,3,100,3,2,8,1,2,5,2,BBBBBBB
2000,4,107083,100,Households under 1970 definition,6218857,1,100,1,2,78,1,1,2,9,28000
2000,4,107103,100,Households under 1970 definition,6596124,1,100,1,1,36,1,1,1,13,100500
2000,4,107103,100,Households under 1970 definition,6596124,2,100,2,2,37,1,1,1,9,0
2000,4,107103,100,Households under 1970 definition,6596124,3,100,3,1,9,1,1,5,2,BBBBBBB
2000,4,107103,100,Households under 1970 definition,6596124,4,100,4,1,7,1,1,5,2,BBBBBBB
2000,4,107184,100,Households under 1970 definition,8011535,1,100,1,1,54,1,1,1,16,76000
2000,4,107184,100,Households under 1970 definition,8011535,2,100,2,2,52,1,1,1,16,83000
2000,4,107347,100,Households under 1970 definition,1035507,1,100,1,2,66,1,2,4,7,12400
2000,4,107347,100,Households under 1970 definition,1035507,2,100,2,2,35,1,2,5,9,0
2000,4,107347,100,Households under 1970 definition,1035507,3,100,3,2,8,1,2,5,2,BBBBBBB
2000,4,107418,100,Households under 1970 definition,2426061,1,100,1,2,63,1,2,4,6,6300
2000,4,107418,100,Households under 1970 definition,2426061,2,100,2,2,93,1,2,2,1,6000
2000,4,107418,100,Households under 1970 definition,2426061,3,100,3,2,41,1,2,4,11,33000
2000,4,107418,100,Households under 1970 definition,2426061,4,100,4,2,22,1,2,5,11,5800
2000,4,107418,100,Households under 1970 definition,2426061,5,100,5,2,15,1,2,5,5,0
2000,4,107418,100,Households under 1970 definition,2426061,6,100,6,1,10,1,2,5,2,BBBBBBB
2000,4,107438,100,Group quarters--Institutions,2733710,1,100,1,2,88,1,1,5,10,6000
2000,4,107493,100,Households under 1970 definition,3492749,1,100,1,1,43,1,2,1,6,38400
2000,4,107493,100,Households under 1970 definition,3492749,2,100,2,2,47,1,2,1,8,0
2000,4,107493,100,Households under 1970 definition,3492749,3,100,3,1,17,1,2,5,8,0
2000,4,107493,100,Households under 1970 definition,3492749,4,100,4,1,11,1,2,5,3,BBBBBBB
2000,4,107493,100,Households under 1970 definition,3492749,5,100,5,1,2,1,2,5,0,BBBBBBB
2000,4,107559,100,Households under 1970 definition,4600626,1,100,1,1,74,1,1,1,15,35000
2000,4,107559,100,Households under 1970 definition,4600626,2,100,2,2,78,1,1,1,13,25300
2000,4,107624,100,Households under 1970 definition,5522827,1,100,1,2,31,19,1,4,9,26000
2000,4,107624,100,Households under 1970 definition,5522827,2,100,2,1,2,19,1,5,0,BBBBBBB
2000,4,107624,100,Households under 1970 definition,5522827,3,100,3,2,1,19,1,5,0,BBBBBBB
2000,4,107624,100,Households under 1970 definition,5522827,4,100,4,1,41,19,1,3,15,28000
2000,4,107631,100,Households under 1970 definition,5642484,1,100,1,1,39,19,1,1,7,10000
2000,4,107631,100,Households under 1970 definition,5642484,2,100,2,2,46,19,1,1,9,18000
2000,4,107631,100,Households under 1970 definition,5642484,3,100,3,1,9,19,1,5,2,BBBBBBB
2000,4,107631,100,Households under 1970 definition,5642484,4,100,4,1,77,19,1,1,3,0
2000,4,107631,100,Households under 1970 definition,5642484,5,100,5,2,67,19,1,1,1,0
2000,4,107674,100,Group quarters--Institutions,6469875,1,100,1,1,74,1,1,5,7,0
2000,4,107704,100,Households under 1970 definition,6966842,1,100,1,1,45,1,2,3,9,14140
2000,4,107771,100,Households under 1970 definition,8176876,1,100,1,1,35,1,1,1,15,322000
2000,4,107771,100,Households under 1970 definition,8176876,2,100,2,2,29,1,1,1,11,0
2000,4,107771,100,Households under 1970 definition,8176876,3,100,3,2,9,1,1,5,2,BBBBBBB
2000,4,107771,100,Households under 1970 definition,8176876,4,100,4,2,7,1,1,5,2,BBBBBBB
2000,4,107771,100,Households under 1970 definition,8176876,5,100,5,2,3,1,1,5,1,BBBBBBB
2000,4,107771,100,Households under 1970 definition,8176876,6,100,6,1,1,1,1,5,0,BBBBBBB
2000,4,107788,100,Households under 1970 definition,8393799,1,100,1,2,45,3,1,5,8,47000
2000,4,107808,100,Households under 1970 definition,8675958,1,100,1,2,37,1,2,5,11,32000
2000,4,107808,100,Households under 1970 definition,8675958,2,100,2,1,9,1,2,5,1,BBBBBBB
2000,4,107808,100,Households under 1970 definition,8675958,3,100,3,2,38,1,2,5,8,19000
2000,4,107896,100,Households under 1970 definition,154573,1,100,1,2,52,1,1,3,14,35000
2000,4,107896,100,Households under 1970 definition,154573,2,100,2,2,21,1,1,5,11,10000
2000,4,107896,100,Households under 1970 definition,154573,3,100,3,2,35,1,1,5,14,52300
2000,4,108062,100,Households under 1970 definition,3158702,1,100,1,1,24,1,6,5,13,75000
2000,4,108062,100,Households under 1970 definition,3158702,2,100,2,1,24,1,6,5,13,75000
2000,4,108155,100,Households under 1970 definition,4954106,1,100,1,2,47,3,1,5,3,14000
2000,4,108155,100,Households under 1970 definition,4954106,2,100,2,1,20,3,1,5,9,0
2000,4,108155,100,Households under 1970 definition,4954106,3,100,3,1,10,3,1,5,3,BBBBBBB
2000,4,108186,100,Households under 1970 definition,5407678,1,100,1,1,65,1,1,1,9,34970
2000,4,108329,100,Households under 1970 definition,8086073,1,100,1,1,39,1,6,1,14,100000
2000,4,108329,100,Households under 1970 definition,8086073,2,100,2,2,25,1,6,1,13,0
2000,4,108329,100,Households under 1970 definition,8086073,3,100,3,2,4,1,6,5,2,BBBBBBB
2000,4,108329,100,Households under 1970 definition,8086073,4,100,4,2,0,1,6,5,0,BBBBBBB
2000,4,108649,100,Households under 1970 definition,5107121,1,100,1,1,30,1,1,1,10,62900
2000,4,108649,100,Households under 1970 definition,5107121,2,100,2,2,27,1,1,1,9,62000
2000,4,108649,100,Households under 1970 definition,5107121,3,100,3,2,5,1,1,5,1,BBBBBBB
2000,4,108649,100,Households under 1970 definition,5107121,4,100,4,2,1,1,1,5,0,BBBBBBB
2000,4,108708,100,Households under 1970 definition,6472330,1,100,1,2,62,1,2,2,9,6600
